layer,f,zs,L,window,Delta_ratio,status,z_hat,abs_error,D_true_over_Dmax,margin_10m,margin_20m,n_unique_modes,n_unresolved_groups,selected_mode_ids,n_detected_peaks,n_unmatched,global_peak_depth,second_peak_depth,second_peak_ratio,local_FWHM
ACTUAL_PEAK_UNIQUE_MODE,338.0,220.0,600.0,250.0,0.1,EMPTY_MODES,,,,,,0,6,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,201.0,180.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,12,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,201.0,190.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,12,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,201.0,200.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,12,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,201.0,210.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,10,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,201.0,220.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,12,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,235.0,180.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,13,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,235.0,190.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,8,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,235.0,200.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,12,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,235.0,210.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,11,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,235.0,220.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,9,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,283.0,180.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,15,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,283.0,190.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,8,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,283.0,200.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,11,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,283.0,210.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,14,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,283.0,220.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,10,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,338.0,180.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,17,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,338.0,190.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,13,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,338.0,200.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,10,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,338.0,210.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,16,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,338.0,220.0,1200.0,250.0,0.1,EMPTY_MODES,,,,,,0,17,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,201.0,200.0,2400.0,100.0,0.05,EMPTY_MODES,,,,,,0,14,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,235.0,200.0,2400.0,100.0,0.05,EMPTY_MODES,,,,,,0,14,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,283.0,200.0,2400.0,100.0,0.05,EMPTY_MODES,,,,,,0,15,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,338.0,200.0,2400.0,100.0,0.05,EMPTY_MODES,,,,,,0,13,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,201.0,200.0,2400.0,250.0,0.05,EMPTY_MODES,,,,,,0,15,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,235.0,200.0,2400.0,250.0,0.05,EMPTY_MODES,,,,,,0,14,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,283.0,200.0,2400.0,250.0,0.05,EMPTY_MODES,,,,,,0,15,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,338.0,200.0,2400.0,250.0,0.05,EMPTY_MODES,,,,,,0,13,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,201.0,200.0,2400.0,500.0,0.05,EMPTY_MODES,,,,,,0,15,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,235.0,200.0,2400.0,500.0,0.05,EMPTY_MODES,,,,,,0,14,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,283.0,200.0,2400.0,500.0,0.05,EMPTY_MODES,,,,,,0,15,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,338.0,200.0,2400.0,500.0,0.05,EMPTY_MODES,,,,,,0,14,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,201.0,200.0,2400.0,0.0,0.05,EMPTY_MODES,,,,,,0,13,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,235.0,200.0,2400.0,0.0,0.05,EMPTY_MODES,,,,,,0,14,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,283.0,200.0,2400.0,0.0,0.05,EMPTY_MODES,,,,,,0,13,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,338.0,200.0,2400.0,0.0,0.05,EMPTY_MODES,,,,,,0,11,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,201.0,200.0,2400.0,100.0,0.1,EMPTY_MODES,,,,,,0,14,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,235.0,200.0,2400.0,100.0,0.1,EMPTY_MODES,,,,,,0,14,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,283.0,200.0,2400.0,100.0,0.1,EMPTY_MODES,,,,,,0,15,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,338.0,200.0,2400.0,100.0,0.1,EMPTY_MODES,,,,,,0,13,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,201.0,200.0,2400.0,250.0,0.1,EMPTY_MODES,,,,,,0,15,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,235.0,200.0,2400.0,250.0,0.1,EMPTY_MODES,,,,,,0,14,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,283.0,200.0,2400.0,250.0,0.1,EMPTY_MODES,,,,,,0,15,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,338.0,200.0,2400.0,250.0,0.1,EMPTY_MODES,,,,,,0,13,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,201.0,200.0,2400.0,500.0,0.1,EMPTY_MODES,,,,,,0,15,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,235.0,200.0,2400.0,500.0,0.1,EMPTY_MODES,,,,,,0,14,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,283.0,200.0,2400.0,500.0,0.1,EMPTY_MODES,,,,,,0,15,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,338.0,200.0,2400.0,500.0,0.1,EMPTY_MODES,,,,,,0,14,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,201.0,200.0,2400.0,0.0,0.1,EMPTY_MODES,,,,,,0,13,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,235.0,200.0,2400.0,0.0,0.1,EMPTY_MODES,,,,,,0,14,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,283.0,200.0,2400.0,0.0,0.1,EMPTY_MODES,,,,,,0,13,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,338.0,200.0,2400.0,0.0,0.1,EMPTY_MODES,,,,,,0,11,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,201.0,200.0,2400.0,100.0,0.15,EMPTY_MODES,,,,,,0,14,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,235.0,200.0,2400.0,100.0,0.15,EMPTY_MODES,,,,,,0,14,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,283.0,200.0,2400.0,100.0,0.15,EMPTY_MODES,,,,,,0,15,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,338.0,200.0,2400.0,100.0,0.15,EMPTY_MODES,,,,,,0,13,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,201.0,200.0,2400.0,250.0,0.15,EMPTY_MODES,,,,,,0,15,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,235.0,200.0,2400.0,250.0,0.15,EMPTY_MODES,,,,,,0,14,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,283.0,200.0,2400.0,250.0,0.15,EMPTY_MODES,,,,,,0,15,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,338.0,200.0,2400.0,250.0,0.15,EMPTY_MODES,,,,,,0,13,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,201.0,200.0,2400.0,500.0,0.15,EMPTY_MODES,,,,,,0,15,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,235.0,200.0,2400.0,500.0,0.15,EMPTY_MODES,,,,,,0,14,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,283.0,200.0,2400.0,500.0,0.15,EMPTY_MODES,,,,,,0,15,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,338.0,200.0,2400.0,500.0,0.15,EMPTY_MODES,,,,,,0,14,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,201.0,200.0,2400.0,0.0,0.15,EMPTY_MODES,,,,,,0,13,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,235.0,200.0,2400.0,0.0,0.15,EMPTY_MODES,,,,,,0,14,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,283.0,200.0,2400.0,0.0,0.15,EMPTY_MODES,,,,,,0,13,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,338.0,200.0,2400.0,0.0,0.15,EMPTY_MODES,,,,,,0,11,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,201.0,200.0,2400.0,100.0,0.2,EMPTY_MODES,,,,,,0,14,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,235.0,200.0,2400.0,100.0,0.2,EMPTY_MODES,,,,,,0,14,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,283.0,200.0,2400.0,100.0,0.2,EMPTY_MODES,,,,,,0,15,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,338.0,200.0,2400.0,100.0,0.2,EMPTY_MODES,,,,,,0,13,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,201.0,200.0,2400.0,250.0,0.2,EMPTY_MODES,,,,,,0,15,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,235.0,200.0,2400.0,250.0,0.2,EMPTY_MODES,,,,,,0,14,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,283.0,200.0,2400.0,250.0,0.2,EMPTY_MODES,,,,,,0,15,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,338.0,200.0,2400.0,250.0,0.2,EMPTY_MODES,,,,,,0,13,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,201.0,200.0,2400.0,500.0,0.2,EMPTY_MODES,,,,,,0,15,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,235.0,200.0,2400.0,500.0,0.2,EMPTY_MODES,,,,,,0,14,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,283.0,200.0,2400.0,500.0,0.2,EMPTY_MODES,,,,,,0,15,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,338.0,200.0,2400.0,500.0,0.2,EMPTY_MODES,,,,,,0,14,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,201.0,200.0,2400.0,0.0,0.2,EMPTY_MODES,,,,,,0,13,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,235.0,200.0,2400.0,0.0,0.2,EMPTY_MODES,,,,,,0,14,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,283.0,200.0,2400.0,0.0,0.2,EMPTY_MODES,,,,,,0,13,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,338.0,200.0,2400.0,0.0,0.2,EMPTY_MODES,,,,,,0,11,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,201.0,200.0,2400.0,250.0,0.1,OK,250.0,50.0,0.9272500773620295,0.9853500651458499,0.9707443524159425,1,29,1,31.0,1.0,250.0,248.0,0.9968987516175458,102.0
ACTUAL_PEAK_UNIQUE_MODE,235.0,200.0,2400.0,250.0,0.1,EMPTY_MODES,,,,,,0,18,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,283.0,200.0,2400.0,250.0,0.1,EMPTY_MODES,,,,,,0,15,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,338.0,200.0,2400.0,250.0,0.1,EMPTY_MODES,,,,,,0,21,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,201.0,200.0,2400.0,250.0,0.1,EMPTY_MODES,,,,,,0,24,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,235.0,200.0,2400.0,250.0,0.1,EMPTY_MODES,,,,,,0,18,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,283.0,200.0,2400.0,250.0,0.1,EMPTY_MODES,,,,,,0,32,,,,,,,
ACTUAL_PEAK_UNIQUE_MODE,338.0,200.0,2400.0,250.0,0.1,EMPTY_MODES,,,,,,0,31,,,,,,,
