pair_id,mechanism,source,snr_db,ref_r0_km,ref_v,ref_psi_deg,alt_r0_km,alt_v,alt_psi_deg,delta_r_km,delta_v,delta_psi_deg,rc2_bearing_rmse_deg,T_s,turn_deg,layer,available,reject_rate_wrong,retain_rate_true,mean_margin,mean_c_ref,mean_c_alt
A07,A,S0,noiseless,50.0,2.0,0.0,55.0,2.3999999999999995,0.0,5.0,0.3999999999999994,0.0,0.0,600.0,0.0,RC2,True,0.0,1.0,0.0,0.0,0.0
A07,A,S0,noiseless,50.0,2.0,0.0,55.0,2.3999999999999995,0.0,5.0,0.3999999999999994,0.0,0.0,600.0,0.0,RC2+CZ,True,1.0,1.0,8.699631428431841e-05,7.68217429298853e-21,8.699631428431842e-05
A08,A,S0,noiseless,50.0,2.0,0.0,45.0,2.3999999999999995,0.0,5.0,0.3999999999999994,0.0,0.0,1200.0,0.0,RC2,True,0.0,1.0,0.0,0.0,0.0
A08,A,S0,noiseless,50.0,2.0,0.0,45.0,2.3999999999999995,0.0,5.0,0.3999999999999994,0.0,0.0,1200.0,0.0,RC2+CZ,True,1.0,1.0,0.000930750438488553,1.9524266245406375e-21,0.000930750438488553
A09,A,S0,noiseless,50.0,2.0,0.0,54.0,1.4,0.0,4.0,0.6000000000000001,0.0,0.0,300.0,0.0,RC2,True,0.0,1.0,0.0,0.0,0.0
A09,A,S0,noiseless,50.0,2.0,0.0,54.0,1.4,0.0,4.0,0.6000000000000001,0.0,0.0,300.0,0.0,RC2+CZ,True,1.0,1.0,3.465538145144184e-05,2.9745562843117456e-20,3.4655381451441864e-05
A10,A,S0,noiseless,50.0,2.0,0.0,46.0,1.5,0.0,4.0,0.5,0.0,0.0,60.0,0.0,RC2,True,0.0,1.0,0.0,0.0,0.0
A10,A,S0,noiseless,50.0,2.0,0.0,46.0,1.5,0.0,4.0,0.5,0.0,0.0,60.0,0.0,RC2+CZ,True,1.0,1.0,3.2013586281284595e-05,5.833768529144154e-19,3.201358628128518e-05
B01,B,S0,noiseless,50.0,2.0,5.0,50.0,1.0,10.0,0.0,1.0,5.0,3.2494011077105824e-05,300.0,5.0,RC2,True,0.0,1.0,3.21633579109928e-13,0.0,3.21633579109928e-13
B01,B,S0,noiseless,50.0,2.0,5.0,50.0,1.0,10.0,0.0,1.0,5.0,3.2494011077105824e-05,300.0,5.0,RC2+CZ,True,1.0,1.0,9.432248391944303e-05,2.975598259190324e-20,9.432248391944306e-05
B02,B,S0,noiseless,50.0,2.0,5.0,54.0,1.2,9.0,4.0,0.8,4.0,3.682340158249946e-05,300.0,0.0,RC2,True,0.0,1.0,4.130499211752692e-13,0.0,4.130499211752692e-13
B02,B,S0,noiseless,50.0,2.0,5.0,54.0,1.2,9.0,4.0,0.8,4.0,3.682340158249946e-05,300.0,0.0,RC2+CZ,True,1.0,1.0,6.272789011998732e-05,2.9765634882041744e-20,6.272789011998735e-05
B03,B,S0,noiseless,50.0,2.0,10.0,52.0,1.6,13.0,2.0,0.4000000000000001,3.000000000000001,0.00012307907073938484,300.0,0.0,RC2,True,0.0,1.0,4.614484084331171e-12,0.0,4.614484084331171e-12
B03,B,S0,noiseless,50.0,2.0,10.0,52.0,1.6,13.0,2.0,0.4000000000000001,3.000000000000001,0.00012307907073938484,300.0,0.0,RC2+CZ,True,1.0,1.0,1.6827586476152303e-05,2.98251170176623e-20,1.6827586476152334e-05
B04,B,S0,noiseless,50.0,2.0,10.0,52.0,1.6,13.0,2.0,0.4000000000000001,3.000000000000001,0.00012846080271973552,600.0,0.0,RC2,True,0.0,1.0,5.026850833080598e-12,0.0,5.026850833080598e-12
B04,B,S0,noiseless,50.0,2.0,10.0,52.0,1.6,13.0,2.0,0.4000000000000001,3.000000000000001,0.00012846080271973552,600.0,0.0,RC2+CZ,True,1.0,1.0,5.82359256803158e-05,7.758854131836837e-21,5.823592568031581e-05
B05,B,S0,noiseless,50.0,2.0,5.0,50.0,1.0,10.0,0.0,1.0,5.0,0.00016009499498928996,300.0,15.0,RC2,True,0.0,1.0,7.807468576551612e-12,0.0,7.807468576551612e-12
B05,B,S0,noiseless,50.0,2.0,5.0,50.0,1.0,10.0,0.0,1.0,5.0,0.00016009499498928996,300.0,15.0,RC2+CZ,True,1.0,1.0,9.391353228510496e-05,2.9746425201617604e-20,9.391353228510498e-05
B06,B,S0,noiseless,50.0,2.0,10.0,53.0,3.0,7.0,3.0,0.9999999999999996,3.0,0.0002986690100183886,300.0,5.0,RC2,True,0.0,1.0,2.7172841780644546e-11,0.0,2.7172841780644546e-11
B06,B,S0,noiseless,50.0,2.0,10.0,53.0,3.0,7.0,3.0,0.9999999999999996,3.0,0.0002986690100183886,300.0,5.0,RC2+CZ,True,1.0,1.0,0.00010178429218911455,2.980425648483306e-20,0.00010178429218911458
B07,B,S0,noiseless,50.0,2.0,5.0,47.0,1.2,8.0,3.0,0.8,3.0000000000000004,0.0003696116009562415,300.0,5.0,RC2,True,0.0,1.0,4.161461901672854e-11,0.0,4.161461901672854e-11
B07,B,S0,noiseless,50.0,2.0,5.0,47.0,1.2,8.0,3.0,0.8,3.0000000000000004,0.0003696116009562415,300.0,5.0,RC2+CZ,True,1.0,1.0,0.00023543768831449808,2.975598259190324e-20,0.0002354376883144981
B08,B,S0,noiseless,50.0,2.0,10.0,52.0,1.6,13.0,2.0,0.4000000000000001,3.000000000000001,0.0003784168614445661,300.0,5.0,RC2,True,0.0,1.0,4.3621007686013413e-11,0.0,4.3621007686013413e-11
B08,B,S0,noiseless,50.0,2.0,10.0,52.0,1.6,13.0,2.0,0.4000000000000001,3.000000000000001,0.0003784168614445661,300.0,5.0,RC2+CZ,True,1.0,1.0,1.6666540418886314e-05,2.980425648483306e-20,1.6666540418886344e-05
B09,B,S0,noiseless,50.0,2.0,5.0,50.0,1.0,10.0,0.0,1.0,5.0,0.0004021454124897259,600.0,15.0,RC2,True,0.0,1.0,4.926301327093304e-11,0.0,4.926301327093304e-11
B09,B,S0,noiseless,50.0,2.0,5.0,50.0,1.0,10.0,0.0,1.0,5.0,0.0004021454124897259,600.0,15.0,RC2+CZ,True,1.0,1.0,0.00037455098421791005,7.684831000984165e-21,0.00037455098421791005
B10,B,S0,noiseless,50.0,2.0,5.0,52.0,1.0,10.0,2.0,1.0,5.0,0.0006389765986645991,300.0,15.0,RC2,True,0.0,1.0,1.243725794668088e-10,0.0,1.243725794668088e-10
B10,B,S0,noiseless,50.0,2.0,5.0,52.0,1.0,10.0,2.0,1.0,5.0,0.0006389765986645991,300.0,15.0,RC2+CZ,True,1.0,1.0,8.884304243706759e-05,2.9746425201617604e-20,8.884304243706762e-05
C01,C,S0,noiseless,50.0,2.0,10.0,52.0,2.6,8.0,2.0,0.5999999999999996,2.0,7.494890673058486e-05,300.0,0.0,RC2,True,0.0,1.0,1.7111391965261103e-12,0.0,1.7111391965261103e-12
C01,C,S0,noiseless,50.0,2.0,10.0,52.0,2.6,8.0,2.0,0.5999999999999996,2.0,7.494890673058486e-05,300.0,0.0,RC2+CZ,True,1.0,1.0,3.410963973596875e-05,2.98251170176623e-20,3.410963973596878e-05
C02,C,S0,noiseless,50.0,2.0,5.0,49.0,1.4,7.0,1.0,0.6000000000000001,2.0000000000000004,0.00023933022552654552,300.0,5.0,RC2,True,0.0,1.0,1.7448168043900072e-11,0.0,1.7448168043900072e-11
C02,C,S0,noiseless,50.0,2.0,5.0,49.0,1.4,7.0,1.0,0.6000000000000001,2.0000000000000004,0.00023933022552654552,300.0,5.0,RC2+CZ,True,1.0,1.0,5.609990414481528e-05,2.975598259190324e-20,5.6099904144815304e-05
C03,C,S0,noiseless,50.0,2.0,5.0,49.0,1.4,7.0,1.0,0.6000000000000001,2.0000000000000004,0.0003639320308978166,600.0,5.0,RC2,True,0.0,1.0,4.034551813052742e-11,0.0,4.034551813052742e-11
C03,C,S0,noiseless,50.0,2.0,5.0,49.0,1.4,7.0,1.0,0.6000000000000001,2.0000000000000004,0.0003639320308978166,600.0,5.0,RC2+CZ,True,1.0,1.0,0.00020965740251507314,7.692079865341955e-21,0.00020965740251507314
C04,C,S0,noiseless,50.0,2.0,5.0,47.0,1.6,6.000000000000001,3.0,0.4000000000000001,1.0000000000000009,0.00037242668744085926,300.0,5.0,RC2,True,0.0,1.0,4.225093494097672e-11,0.0,4.225093494097672e-11
C04,C,S0,noiseless,50.0,2.0,5.0,47.0,1.6,6.000000000000001,3.0,0.4000000000000001,1.0000000000000009,0.00037242668744085926,300.0,5.0,RC2+CZ,True,1.0,1.0,5.601551329286072e-05,2.975598259190324e-20,5.601551329286075e-05
C05,C,S0,noiseless,50.0,2.0,5.0,49.0,1.4,7.0,1.0,0.6000000000000001,2.0000000000000004,0.00042889632028872014,1200.0,5.0,RC2,True,0.0,1.0,5.6034999919062035e-11,0.0,5.6034999919062035e-11
C05,C,S0,noiseless,50.0,2.0,5.0,49.0,1.4,7.0,1.0,0.6000000000000001,2.0000000000000004,0.00042889632028872014,1200.0,5.0,RC2+CZ,True,1.0,1.0,0.000847270771824273,1.9619932634081916e-21,0.000847270771824273
C06,C,S0,noiseless,50.0,2.0,10.0,52.0,2.6,8.0,2.0,0.5999999999999996,2.0,0.000451099482840525,300.0,5.0,RC2,True,0.0,1.0,6.198682521077161e-11,0.0,6.198682521077161e-11
C06,C,S0,noiseless,50.0,2.0,10.0,52.0,2.6,8.0,2.0,0.5999999999999996,2.0,0.000451099482840525,300.0,5.0,RC2+CZ,True,1.0,1.0,3.436896691178003e-05,2.980425648483306e-20,3.436896691178006e-05
C07,C,S0,noiseless,50.0,2.0,10.0,52.0,2.6,8.0,2.0,0.5999999999999996,2.0,0.0005119378544061856,600.0,0.0,RC2,True,0.0,1.0,7.983424510345283e-11,0.0,7.983424510345283e-11
C07,C,S0,noiseless,50.0,2.0,10.0,52.0,2.6,8.0,2.0,0.5999999999999996,2.0,0.0005119378544061856,600.0,0.0,RC2+CZ,True,1.0,1.0,0.00012624059213541347,7.758854131836837e-21,0.00012624059213541347
C08,C,S0,noiseless,50.0,2.0,10.0,52.0,2.6,8.0,2.0,0.5999999999999996,2.0,0.0005251105947383775,1200.0,5.0,RC2,True,0.0,1.0,8.399555359258588e-11,0.0,8.399555359258588e-11
C08,C,S0,noiseless,50.0,2.0,10.0,52.0,2.6,8.0,2.0,0.5999999999999996,2.0,0.0005251105947383775,1200.0,5.0,RC2+CZ,True,1.0,1.0,0.0005052944580429043,2.007097147625193e-21,0.0005052944580429043
C09,C,S0,noiseless,50.0,2.0,10.0,52.0,2.6,8.0,2.0,0.5999999999999996,2.0,0.0006014572126995688,600.0,5.0,RC2,True,0.0,1.0,1.101955888159654e-10,0.0,1.101955888159654e-10
C09,C,S0,noiseless,50.0,2.0,10.0,52.0,2.6,8.0,2.0,0.5999999999999996,2.0,0.0006014572126995688,600.0,5.0,RC2+CZ,True,1.0,1.0,0.00012750311470615256,7.737987482640583e-21,0.00012750311470615256
C10,C,S0,noiseless,50.0,2.0,5.0,47.0,1.6,6.000000000000001,3.0,0.4000000000000001,1.0000000000000009,0.0007564080084541316,600.0,5.0,RC2,True,0.0,1.0,1.7428779350676555e-10,0.0,1.7428779350676555e-10
C10,C,S0,noiseless,50.0,2.0,5.0,47.0,1.6,6.000000000000001,3.0,0.4000000000000001,1.0000000000000009,0.0007564080084541316,600.0,5.0,RC2+CZ,True,1.0,1.0,0.00019843920662156007,7.692079865341955e-21,0.00019843920662156007
A01,A,S1,noiseless,50.0,2.0,0.0,60.0,3.0,0.0,10.0,0.9999999999999996,0.0,0.0,300.0,0.0,RC2,True,0.0,1.0,0.0,0.0,0.0
A01,A,S1,noiseless,50.0,2.0,0.0,60.0,3.0,0.0,10.0,0.9999999999999996,0.0,0.0,300.0,0.0,RC2+CZ,True,0.0,1.0,2.9466985956502442e-05,0.000532270216729601,0.0005617372026861034
A02,A,S1,noiseless,50.0,2.0,0.0,60.0,2.6,0.0,10.0,0.5999999999999996,0.0,0.0,600.0,0.0,RC2,True,0.0,1.0,0.0,0.0,0.0
A02,A,S1,noiseless,50.0,2.0,0.0,60.0,2.6,0.0,10.0,0.5999999999999996,0.0,0.0,600.0,0.0,RC2+CZ,True,0.0,1.0,3.915419027806735e-05,0.0003942362088474057,0.00043339039912547304
A03,A,S1,noiseless,50.0,2.0,0.0,60.0,1.7999999999999998,0.0,10.0,0.2000000000000001,0.0,0.0,300.0,0.0,RC2,True,0.0,1.0,0.0,0.0,0.0
A03,A,S1,noiseless,50.0,2.0,0.0,60.0,1.7999999999999998,0.0,10.0,0.2000000000000001,0.0,0.0,300.0,0.0,RC2+CZ,True,0.0,0.0,-1.545664438551528e-06,0.0005018597826421827,0.0005003141182036312
A04,A,S1,noiseless,50.0,2.0,0.0,60.0,2.2,0.0,10.0,0.1999999999999997,0.0,0.0,1200.0,0.0,RC2,True,0.0,1.0,0.0,0.0,0.0
A04,A,S1,noiseless,50.0,2.0,0.0,60.0,2.2,0.0,10.0,0.1999999999999997,0.0,0.0,1200.0,0.0,RC2+CZ,True,0.0,1.0,1.4421631836777319e-05,0.0003104643298189791,0.0003248859616557564
A05,A,S1,noiseless,50.0,2.0,0.0,57.0,2.0,0.0,7.0,2.220446049250313e-16,0.0,0.0,300.0,0.0,RC2,True,0.0,1.0,0.0,0.0,0.0
A05,A,S1,noiseless,50.0,2.0,0.0,57.0,2.0,0.0,7.0,2.220446049250313e-16,0.0,0.0,300.0,0.0,RC2+CZ,True,0.0,1.0,6.505213034913027e-19,0.0006236589328027029,0.0006236589328027036
A06,A,S1,noiseless,50.0,2.0,0.0,45.0,1.2,0.0,5.0,0.8,0.0,0.0,600.0,0.0,RC2,True,0.0,1.0,0.0,0.0,0.0
A06,A,S1,noiseless,50.0,2.0,0.0,45.0,1.2,0.0,5.0,0.8,0.0,0.0,600.0,0.0,RC2+CZ,True,1.0,1.0,0.0005363657084120039,0.00045172218730625644,0.0009880878957182603
A07,A,S1,noiseless,50.0,2.0,0.0,55.0,2.3999999999999995,0.0,5.0,0.3999999999999994,0.0,0.0,600.0,0.0,RC2,True,0.0,1.0,0.0,0.0,0.0
A07,A,S1,noiseless,50.0,2.0,0.0,55.0,2.3999999999999995,0.0,5.0,0.3999999999999994,0.0,0.0,600.0,0.0,RC2+CZ,True,0.0,1.0,5.148084560335856e-05,0.00035238158220117163,0.0004038624278045302
A08,A,S1,noiseless,50.0,2.0,0.0,45.0,2.3999999999999995,0.0,5.0,0.3999999999999994,0.0,0.0,1200.0,0.0,RC2,True,0.0,1.0,0.0,0.0,0.0
A08,A,S1,noiseless,50.0,2.0,0.0,45.0,2.3999999999999995,0.0,5.0,0.3999999999999994,0.0,0.0,1200.0,0.0,RC2+CZ,True,1.0,1.0,0.00033860518812089236,0.0003034536276948163,0.0006420588158157086
A09,A,S1,noiseless,50.0,2.0,0.0,54.0,1.4,0.0,4.0,0.6000000000000001,0.0,0.0,300.0,0.0,RC2,True,0.0,1.0,0.0,0.0,0.0
A09,A,S1,noiseless,50.0,2.0,0.0,54.0,1.4,0.0,4.0,0.6000000000000001,0.0,0.0,300.0,0.0,RC2+CZ,True,0.0,1.0,4.426711860618473e-05,0.00047192829546798725,0.000516195414074172
A10,A,S1,noiseless,50.0,2.0,0.0,46.0,1.5,0.0,4.0,0.5,0.0,0.0,60.0,0.0,RC2,True,0.0,1.0,0.0,0.0,0.0
A10,A,S1,noiseless,50.0,2.0,0.0,46.0,1.5,0.0,4.0,0.5,0.0,0.0,60.0,0.0,RC2+CZ,True,0.0,0.0,-1.581040556173155e-05,0.0011065470559627893,0.0010907366504010578
B01,B,S1,noiseless,50.0,2.0,5.0,50.0,1.0,10.0,0.0,1.0,5.0,3.2494011077105824e-05,300.0,5.0,RC2,True,0.0,1.0,3.21633579109928e-13,0.0,3.21633579109928e-13
B01,B,S1,noiseless,50.0,2.0,5.0,50.0,1.0,10.0,0.0,1.0,5.0,3.2494011077105824e-05,300.0,5.0,RC2+CZ,True,0.0,1.0,6.0031711329713985e-05,0.0003984341087433588,0.0004584658200730728
B02,B,S1,noiseless,50.0,2.0,5.0,54.0,1.2,9.0,4.0,0.8,4.0,3.682340158249946e-05,300.0,0.0,RC2,True,0.0,1.0,4.130499211752692e-13,0.0,4.130499211752692e-13
B02,B,S1,noiseless,50.0,2.0,5.0,54.0,1.2,9.0,4.0,0.8,4.0,3.682340158249946e-05,300.0,0.0,RC2+CZ,True,0.0,1.0,8.859529767039865e-05,0.00045688549625783287,0.0005454807939282315
B03,B,S1,noiseless,50.0,2.0,10.0,52.0,1.6,13.0,2.0,0.4000000000000001,3.000000000000001,0.00012307907073938484,300.0,0.0,RC2,True,0.0,1.0,4.614484084331171e-12,0.0,4.614484084331171e-12
B03,B,S1,noiseless,50.0,2.0,10.0,52.0,1.6,13.0,2.0,0.4000000000000001,3.000000000000001,0.00012307907073938484,300.0,0.0,RC2+CZ,True,0.0,1.0,4.9228203079440536e-06,0.0005503137147546595,0.0005552365350626036
B04,B,S1,noiseless,50.0,2.0,10.0,52.0,1.6,13.0,2.0,0.4000000000000001,3.000000000000001,0.00012846080271973552,600.0,0.0,RC2,True,0.0,1.0,5.026850833080598e-12,0.0,5.026850833080598e-12
B04,B,S1,noiseless,50.0,2.0,10.0,52.0,1.6,13.0,2.0,0.4000000000000001,3.000000000000001,0.00012846080271973552,600.0,0.0,RC2+CZ,True,0.0,1.0,6.196227799575282e-05,0.0004469992788154595,0.0005089615568112123
B05,B,S1,noiseless,50.0,2.0,5.0,50.0,1.0,10.0,0.0,1.0,5.0,0.00016009499498928996,300.0,15.0,RC2,True,0.0,1.0,7.807468576551612e-12,0.0,7.807468576551612e-12
B05,B,S1,noiseless,50.0,2.0,5.0,50.0,1.0,10.0,0.0,1.0,5.0,0.00016009499498928996,300.0,15.0,RC2+CZ,True,0.0,1.0,3.6101161385339526e-05,0.0004487481901991794,0.0004848493515845189
B06,B,S1,noiseless,50.0,2.0,10.0,53.0,3.0,7.0,3.0,0.9999999999999996,3.0,0.0002986690100183886,300.0,5.0,RC2,True,0.0,1.0,2.7172841780644546e-11,0.0,2.7172841780644546e-11
B06,B,S1,noiseless,50.0,2.0,10.0,53.0,3.0,7.0,3.0,0.9999999999999996,3.0,0.0002986690100183886,300.0,5.0,RC2+CZ,True,1.0,1.0,0.00014606157606552434,0.0004083566270025753,0.0005544182030680997
B07,B,S1,noiseless,50.0,2.0,5.0,47.0,1.2,8.0,3.0,0.8,3.0000000000000004,0.0003696116009562415,300.0,5.0,RC2,True,0.0,1.0,4.161461901672854e-11,0.0,4.161461901672854e-11
B07,B,S1,noiseless,50.0,2.0,5.0,47.0,1.2,8.0,3.0,0.8,3.0000000000000004,0.0003696116009562415,300.0,5.0,RC2+CZ,True,0.0,1.0,8.139510111526726e-05,0.0005499591430147005,0.0006313542441299677
B08,B,S1,noiseless,50.0,2.0,10.0,52.0,1.6,13.0,2.0,0.4000000000000001,3.000000000000001,0.0003784168614445661,300.0,5.0,RC2,True,0.0,1.0,4.3621007686013413e-11,0.0,4.3621007686013413e-11
B08,B,S1,noiseless,50.0,2.0,10.0,52.0,1.6,13.0,2.0,0.4000000000000001,3.000000000000001,0.0003784168614445661,300.0,5.0,RC2+CZ,True,0.0,1.0,1.6876146415709234e-05,0.0004223381518158112,0.0004392142982315204
B09,B,S1,noiseless,50.0,2.0,5.0,50.0,1.0,10.0,0.0,1.0,5.0,0.0004021454124897259,600.0,15.0,RC2,True,0.0,1.0,4.926301327093304e-11,0.0,4.926301327093304e-11
B09,B,S1,noiseless,50.0,2.0,5.0,50.0,1.0,10.0,0.0,1.0,5.0,0.0004021454124897259,600.0,15.0,RC2+CZ,True,0.0,1.0,7.011068233409528e-05,0.0004135298236658386,0.00048364050599993387
B10,B,S1,noiseless,50.0,2.0,5.0,52.0,1.0,10.0,2.0,1.0,5.0,0.0006389765986645991,300.0,15.0,RC2,True,0.0,1.0,1.243725794668088e-10,0.0,1.243725794668088e-10
B10,B,S1,noiseless,50.0,2.0,5.0,52.0,1.0,10.0,2.0,1.0,5.0,0.0006389765986645991,300.0,15.0,RC2+CZ,True,1.0,1.0,0.00011940732200993074,0.00043510792708518,0.0005545152490951107
C01,C,S1,noiseless,50.0,2.0,10.0,52.0,2.6,8.0,2.0,0.5999999999999996,2.0,7.494890673058486e-05,300.0,0.0,RC2,True,0.0,1.0,1.7111391965261103e-12,0.0,1.7111391965261103e-12
C01,C,S1,noiseless,50.0,2.0,10.0,52.0,2.6,8.0,2.0,0.5999999999999996,2.0,7.494890673058486e-05,300.0,0.0,RC2+CZ,True,0.0,1.0,2.5002303134918848e-05,0.0005958590056272776,0.0006208613087621965
C02,C,S1,noiseless,50.0,2.0,5.0,49.0,1.4,7.0,1.0,0.6000000000000001,2.0000000000000004,0.00023933022552654552,300.0,5.0,RC2,True,0.0,1.0,1.7448168043900072e-11,0.0,1.7448168043900072e-11
C02,C,S1,noiseless,50.0,2.0,5.0,49.0,1.4,7.0,1.0,0.6000000000000001,2.0000000000000004,0.00023933022552654552,300.0,5.0,RC2+CZ,True,0.0,0.0,-3.732984043414026e-06,0.0005291308160294104,0.0005253978319859964
C03,C,S1,noiseless,50.0,2.0,5.0,49.0,1.4,7.0,1.0,0.6000000000000001,2.0000000000000004,0.0003639320308978166,600.0,5.0,RC2,True,0.0,1.0,4.034551813052742e-11,0.0,4.034551813052742e-11
C03,C,S1,noiseless,50.0,2.0,5.0,49.0,1.4,7.0,1.0,0.6000000000000001,2.0000000000000004,0.0003639320308978166,600.0,5.0,RC2+CZ,True,0.0,1.0,6.507574114556386e-05,0.00031594368540414106,0.0003810194265497049
C04,C,S1,noiseless,50.0,2.0,5.0,47.0,1.6,6.000000000000001,3.0,0.4000000000000001,1.0000000000000009,0.00037242668744085926,300.0,5.0,RC2,True,0.0,1.0,4.225093494097672e-11,0.0,4.225093494097672e-11
C04,C,S1,noiseless,50.0,2.0,5.0,47.0,1.6,6.000000000000001,3.0,0.4000000000000001,1.0000000000000009,0.00037242668744085926,300.0,5.0,RC2+CZ,True,0.0,1.0,2.686888951408358e-05,0.00046404000686539734,0.0004909088963794809
C05,C,S1,noiseless,50.0,2.0,5.0,49.0,1.4,7.0,1.0,0.6000000000000001,2.0000000000000004,0.00042889632028872014,1200.0,5.0,RC2,True,0.0,1.0,5.6034999919062035e-11,0.0,5.6034999919062035e-11
C05,C,S1,noiseless,50.0,2.0,5.0,49.0,1.4,7.0,1.0,0.6000000000000001,2.0000000000000004,0.00042889632028872014,1200.0,5.0,RC2+CZ,True,1.0,1.0,0.0002311123474608028,0.000324153330270344,0.0005552656777311468
C06,C,S1,noiseless,50.0,2.0,10.0,52.0,2.6,8.0,2.0,0.5999999999999996,2.0,0.000451099482840525,300.0,5.0,RC2,True,0.0,1.0,6.198682521077161e-11,0.0,6.198682521077161e-11
C06,C,S1,noiseless,50.0,2.0,10.0,52.0,2.6,8.0,2.0,0.5999999999999996,2.0,0.000451099482840525,300.0,5.0,RC2+CZ,True,0.0,1.0,2.8816436172553563e-05,0.0003547244757749594,0.000383540911947513
C07,C,S1,noiseless,50.0,2.0,10.0,52.0,2.6,8.0,2.0,0.5999999999999996,2.0,0.0005119378544061856,600.0,0.0,RC2,True,0.0,1.0,7.983424510345283e-11,0.0,7.983424510345283e-11
C07,C,S1,noiseless,50.0,2.0,10.0,52.0,2.6,8.0,2.0,0.5999999999999996,2.0,0.0005119378544061856,600.0,0.0,RC2+CZ,True,0.0,1.0,9.428462583191638e-05,0.0005213536078482628,0.0006156382336801792
C08,C,S1,noiseless,50.0,2.0,10.0,52.0,2.6,8.0,2.0,0.5999999999999996,2.0,0.0005251105947383775,1200.0,5.0,RC2,True,0.0,1.0,8.399555359258588e-11,0.0,8.399555359258588e-11
C08,C,S1,noiseless,50.0,2.0,10.0,52.0,2.6,8.0,2.0,0.5999999999999996,2.0,0.0005251105947383775,1200.0,5.0,RC2+CZ,True,1.0,1.0,0.000531014843986183,0.00036436974236856394,0.0008953845863547469
C09,C,S1,noiseless,50.0,2.0,10.0,52.0,2.6,8.0,2.0,0.5999999999999996,2.0,0.0006014572126995688,600.0,5.0,RC2,True,0.0,1.0,1.101955888159654e-10,0.0,1.101955888159654e-10
C09,C,S1,noiseless,50.0,2.0,10.0,52.0,2.6,8.0,2.0,0.5999999999999996,2.0,0.0006014572126995688,600.0,5.0,RC2+CZ,True,1.0,1.0,0.00011763968462059264,0.00045559424116522736,0.00057323392578582
C10,C,S1,noiseless,50.0,2.0,5.0,47.0,1.6,6.000000000000001,3.0,0.4000000000000001,1.0000000000000009,0.0007564080084541316,600.0,5.0,RC2,True,0.0,1.0,1.7428779350676555e-10,0.0,1.7428779350676555e-10
C10,C,S1,noiseless,50.0,2.0,5.0,47.0,1.6,6.000000000000001,3.0,0.4000000000000001,1.0000000000000009,0.0007564080084541316,600.0,5.0,RC2+CZ,True,0.0,1.0,1.5838360173683528e-05,0.0004306000612796931,0.0004464384214533766
